Loc,New Plant,Item,Size,Plant Name,Botanical Name,Common Name,Category,Zone,Royalty Code,2016 List Price,Net Price,Freight,Landed Price,SKU,Retail Price,UPC#,Qty Cfm,Qty Rem,Condition,Current Specs,Min Ord Qty,Available         ,Available Later,On,Available Later,On,Available Later,On,Stk Loc
CA,    ,061565,#5,GR-MIS SIN GRACILLIMUS,Miscanthus sinensis 'Gracillimus'                           ,Maiden Grass                                                ,GRS,05,, 19.75 , 16.59 , 4.77 , 21.36 ,,     ,014949615652,     ,     ,-,"15""H", 5 , 803 , 803 ,04/01/16  ,     ,          ,     ,          ,3P 120
CA,    ,044591,#1,GR-MIS SIN LITTLE ZEBRA P13008,"Miscanthus sinensis 'Little Zebra' P.P.#13,008              ",Little Zebra Dwarf Japanese Silver Grass                    ,GRS,05,HOR, 6.75 , 5.67 , 0.95 , 6.62 ,,     ,014949272299,     ,     ,-,"12""H", 10 ,     , 75 ,04/01/16  ,     ,          ,     ,          ,
CA,    ,044595,#5,GR-MIS SIN LITTLE ZEBRA P13008,"Miscanthus sinensis 'Little Zebra' P.P.#13,008              ",Little Zebra Dwarf Japanese Silver Grass                    ,GRS,05,HOR, 20.25 , 17.01 , 4.77 , 21.78 ,,     ,014949416334,     ,     ,,, 5 ,     , 153 ,01/01/16  , 153 ,04/01/16  ,     ,          ,
CA,2015,005572,#2,GR-MIS SIN MALEPARTUS,Miscanthus sinensis 'Malepartus'                            ,Malepartus Maiden Grass                                     ,GRS,05,, 15.00 , 12.60 , 2.39 , 14.99 ,,     ,014949383100,     ,     ,-,"20""H", 5 , 143 , 143 ,01/01/16  ,     ,          ,     ,          ,3O 118
CA,    ,061661,#1,GR-MIS SIN MORNING LIGHT,Miscanthus sinensis 'Morning Light'                         ,Morning Light Maiden Grass                                  ,GRS,05,, 6.75 , 5.67 , 0.95 , 6.62 ,,     ,014949616611,     ,     ,-,"6""H", 10 ,     , 543 ,01/01/16  , 543 ,03/01/16  , 543 ,04/01/16  ,
CA,    ,061662,#2,GR-MIS SIN MORNING LIGHT,Miscanthus sinensis 'Morning Light'                         ,Morning Light Maiden Grass                                  ,GRS,05,, 15.00 , 12.60 , 2.39 , 14.99 ,,     ,014949044377,     ,     ,-,"12""H", 5 , 314 , 456 ,01/01/16  , 456 ,04/01/16  ,     ,          ,3O 118
CA,    ,061665,#5,GR-MIS SIN MORNING LIGHT,Miscanthus sinensis 'Morning Light'                         ,Morning Light Maiden Grass                                  ,GRS,05,, 19.75 , 16.59 , 4.77 , 21.36 ,,     ,014949616659,     ,     ,-,"15""H", 5 , 191 , 745 ,01/01/16  , 745 ,04/01/16  ,     ,          ,3O 111
CA,    ,061551,#1,GR-MIS SIN STRICTUS,Miscanthus sinensis 'Strictus'                              ,Porcupine Grass                                             ,GRS,04,, 6.75 , 5.67 , 0.95 , 6.62 ,,     ,014949615515,     ,     ,-,"12""H", 10 , 144 , 144 ,01/01/16  , 144 ,04/01/16  ,     ,          ,3O 118
CA,    ,061552,#2,GR-MIS SIN STRICTUS,Miscanthus sinensis 'Strictus'                              ,Porcupine Grass                                             ,GRS,04,, 15.00 , 12.60 , 2.39 , 14.99 ,,     ,014949062616,     ,     ,-,"12""H", 5 ,     , 553 ,01/01/16  , 553 ,04/01/16  ,     ,          ,
CA,    ,061555,#5,GR-MIS SIN STRICTUS,Miscanthus sinensis 'Strictus'                              ,Porcupine Grass                                             ,GRS,04,, 19.75 , 16.59 , 4.77 , 21.36 ,,     ,014949615553,     ,     ,-,"25""H", 5 ,     , 209 ,01/01/16  , 217 ,04/01/16  ,     ,          ,
CA,    ,061571,#1,GR-MIS SIN VARIEGATUS,Miscanthus sinensis 'Variegatus'                            ,Variegated Japanese Silver Grass                            ,GRS,05,, 6.75 , 5.67 , 0.95 , 6.62 ,,     ,014949615713,     ,     ,-,"12""H", 10 , 808 , 914 ,01/01/16  , 914 ,04/01/16  ,     ,          ,3O 118
CA,    ,061572,#2,GR-MIS SIN VARIEGATUS,Miscanthus sinensis 'Variegatus'                            ,Variegated Japanese Silver Grass                            ,GRS,05,, 15.00 , 12.60 , 2.39 , 14.99 ,,     ,014949615720,     ,     ,-,"14""H", 5 , 242 , 716 ,01/01/16  , 716 ,04/01/16  ,     ,          ,3O 118
CA,    ,061575,#5,GR-MIS SIN VARIEGATUS,Miscanthus sinensis 'Variegatus'                            ,Variegated Japanese Silver Grass                            ,GRS,05,, 19.75 , 16.59 , 4.77 , 21.36 ,,     ,014949615751,     ,     ,-,"20""H", 5 ,     , 335 ,04/01/16  ,     ,          ,     ,          ,
CA,    ,061641,#1,GR-MIS SIN YAKUSHIMA,Miscanthus sinensis 'Yakushima'                             ,Dwarf Maiden Grass                                          ,GRS,05,, 6.75 , 5.67 , 0.95 , 6.62 ,,     ,014949616413,     ,     ,-,"8""H", 10 , 80 , 623 ,01/01/16  , 623 ,04/01/16  ,     ,          ,3O 118
CA,    ,061642,#2,GR-MIS SIN YAKUSHIMA,Miscanthus sinensis 'Yakushima'                             ,Dwarf Maiden Grass                                          ,GRS,05,, 15.00 , 12.60 , 2.39 , 14.99 ,,     ,014949616420,     ,     ,-,"12""H", 5 ,     , 70 ,04/01/16  ,     ,          ,     ,          ,
CA,    ,061645,#5,GR-MIS SIN YAKUSHIMA,Miscanthus sinensis 'Yakushima'                             ,Dwarf Maiden Grass                                          ,GRS,05,, 19.75 , 16.59 , 4.77 , 21.36 ,,     ,014949616451,     ,     ,-,"14""H", 5 ,     , 188 ,01/01/16  , 188 ,04/01/16  ,     ,          ,
CA,    ,005621,#1,GR-MOLINIA CAER ARUND SKYRACER,Molina caerulea subsp. arundinacea 'Skyracer'               ,Skyracer Purple Moor Grass                                  ,GRS,04,, 7.25 , 6.09 , 0.95 , 7.04 ,,     ,014949002926,     ,     ,,, 10 ,     , 137 ,01/01/16  , 137 ,04/01/16  ,     ,          ,
CA,    ,024671,#1,GR-MUHLEN CAP REGAL MIST R,Muhlenbergia capillaris 'Lenca'                             ,Regal Mist®  Pink Muhly,GRS,06,MSW, 6.75 , 5.67 , 0.95 , 6.62 ,,     ,014949049389,     ,     ,-,"8""H", 10 , 9 , 323 ,01/01/16  , 323 ,04/01/16  ,     ,          ,3O 118
CA,    ,024672,#2,GR-MUHLEN CAP REGAL MIST R,Muhlenbergia capillaris 'Lenca'                             ,Regal Mist®  Pink Muhly,GRS,06,MSW, 15.00 , 12.60 , 2.39 , 12.89 ,,     ,014949049402,     ,     ,-,"12""H", 5 , 242 , 404 ,01/01/16  , 404 ,04/01/16  ,     ,          ,3O 118
CA,    ,024675,#5,GR-MUHLEN CAP REGAL MIST R,Muhlenbergia capillaris 'Lenca'                             ,Regal Mist®  Pink Muhly,GRS,06,MSW, 19.75 , 16.59 , 4.77 , 21.36 ,,     ,014949051191,     ,     ,-,"12""H", 5 , 141 , 141 ,01/01/16  , 141 ,04/01/16  ,     ,          ,3O 111
CA,    ,092061,#1,GR-MUHLEN LIND AUTUMN GLOW TM,Muhlenbergia lindheimeri 'Leni'                             ,Autumn Glow™  Muhly,GRS,06,MSW, 6.75 , 5.67 , 0.95 , 5.68 ,,     ,014949907962,     ,     ,-,"12""H", 10 ,     , 169 ,01/01/16  , 169 ,04/01/16  ,     ,          ,
CA,    ,092065,#5,GR-MUHLEN LIND AUTUMN GLOW TM,Muhlenbergia lindheimeri 'Leni'                             ,Autumn Glow™  Muhly,GRS,06,MSW, 19.75 , 16.59 , 4.77 , 21.36 ,,     ,014949251393,     ,     ,-,"12""H", 5 , 45 , 45 ,11/01/15  ,     ,          ,     ,          ,3P 120
CA,    ,061791,#1,GR-PAN VIR HEAVY METAL,Panicum virgatum 'Heavy Metal'                              ,Heavy Metal Blue Switch Grass                               ,GRS,04,, 6.75 , 5.67 , 0.95 , 6.62 ,,     ,014949617915,     ,     ,PLUMES,"18""H", 10 , 218 , 299 ,01/01/16  , 299 ,04/01/16  ,     ,          ,3O 118
CA,    ,061795,#5,GR-PAN VIR HEAVY METAL,Panicum virgatum 'Heavy Metal'                              ,Heavy Metal Blue Switch Grass                               ,GRS,04,, 19.75 , 16.59 , 4.77 , 21.36 ,,     ,014949617953,     ,     ,PLUMES,"20""H", 5 , 499 , 499 ,04/01/16  ,     ,          ,     ,          ,3P 120
CA,2014,022961,#1,GR-PAN VIR NORTHWIND,Panicum virgatum 'Northwind'                                ,Northwind Switch Grass                                      ,GRS,04,, 7.25 , 6.09 , 0.95 , 7.04 ,,     ,014949385906,     ,     ,-,"18""H", 10 ,     , 366 ,01/01/16  , 366 ,04/01/16  ,     ,          ,
CA,    ,063881,#1,GR-PAN VIR SHENANDOAH,Panicum virgatum 'Shenandoah'                               ,Shenandoah Switch Grass                                     ,GRS,04,, 6.75 , 5.67 , 0.95 , 6.62 ,,     ,014949638811,     ,     ,PLUMES,"12""H", 10 , 528 , 528 ,04/01/16  ,     ,          ,     ,          ,"3O 118, 3O 119"
CA,    ,063882,#2,GR-PAN VIR SHENANDOAH,Panicum virgatum 'Shenandoah'                               ,Shenandoah Switch Grass                                     ,GRS,04,, 15.00 , 12.60 , 2.39 , 14.99 ,,     ,014949638828,     ,     ,-,"10""H", 5 ,     , 35 ,04/01/16  ,     ,          ,     ,          ,
CA,    ,063885,#5,GR-PAN VIR SHENANDOAH,Panicum virgatum 'Shenandoah'                               ,Shenandoah Switch Grass                                     ,GRS,04,, 19.75 , 16.59 , 4.77 , 21.36 ,,     ,014949638859,     ,     ,PLUMES,"18""H", 5 , 82 , 82 ,04/01/16  ,     ,          ,     ,          ,3P 120
CA,    ,064261,#1,GR-PENN ALO HAMELN,Pennisetum alopecuroides 'Hameln'                           ,Dwarf Fountain Grass                                        ,GRS,04,, 6.75 , 5.67 , 0.95 , 6.62 ,,     ,014949642610,     ,     ,-,CAN FULL, 10 , 794 , 794 ,04/01/16  ,     ,          ,     ,          ,"3O 118, 3O 119"
CA,    ,064262,#2,GR-PENN ALO HAMELN,Pennisetum alopecuroides 'Hameln'                           ,Dwarf Fountain Grass                                        ,GRS,04,, 15.00 , 12.60 , 2.39 , 14.99 ,,     ,014949642627,     ,     ,-,CAN FULL, 5 , 396 , 396 ,09/01/15  , 396 ,04/01/16  ,     ,          ,3O 119
CA,    ,063591,#1,GR-PENN ALO LITTLE BUNNY,Pennisetum alopecuroides 'Little Bunny'                     ,Little Bunny Dwarf Fountain Grass                           ,GRS,05,, 6.75 , 5.67 , 0.95 , 6.62 ,,     ,014949635919,     ,     ,-,CAN FULL, 10 , 117 , 117 ,04/01/16  ,     ,          ,     ,          ,3O 119
CA,    ,063611,#1,GR-PENN ALO MOUDRY,Pennisetum alopecuroides 'Moudry'                           ,Black Flowering Fountain Grass                              ,GRS,05,, 6.75 , 5.67 , 0.95 , 6.62 ,,     ,014949636114,     ,     ,-,CAN FULL, 10 , 270 , 270 ,01/01/16  , 270 ,04/01/16  ,     ,          ,3O 138
CA,    ,063612,#2,GR-PENN ALO MOUDRY,Pennisetum alopecuroides 'Moudry'                           ,Black Flowering Fountain Grass                              ,GRS,05,, 15.00 , 12.60 , 2.39 , 14.99 ,,     ,014949636121,     ,     ,-,CAN FULL, 5 , 49 , 129 ,01/01/16  , 129 ,04/01/16  ,     ,          ,3O 118
CA,    ,044801,#1,GR-PENN OR KARLEY ROSE PP12909,"Pennisetum orientale 'Karley Rose' PP#12,909                ",Karley Rose Oriental Fountain Grass                         ,GRS,05,Y, 7.25 , 6.09 , 0.95 , 7.04 ,,     ,014949272305,     ,     ,,, 10 ,     , 53 ,04/01/16  ,     ,          ,     ,          ,
CA,    ,044802,#2,GR-PENN OR KARLEY ROSE PP12909,"Pennisetum orientale 'Karley Rose' PP#12,909                ",Karley Rose Oriental Fountain Grass                         ,GRS,05,Y, 15.25 , 12.81 , 2.39 , 15.20 ,,     ,014949236703,     ,     ,PLUMES,"12""H", 5 , 72 ,     ,          ,     ,          ,     ,          ,3O 119
CA,    ,064271,#1,GR-PENN SET RUBRUM,Pennisetum setaceum 'Rubrum'                                ,Purple Fountain Grass                                       ,GRS,08,, 6.50 , 5.46 , 0.95 , 6.41 ,,     ,014949642719,     ,     ,-,"12""H", 10 ,     , 600 ,04/01/16  ,     ,          ,     ,          ,
CA,    ,064272,#2,GR-PENN SET RUBRUM,Pennisetum setaceum 'Rubrum'                                ,Purple Fountain Grass                                       ,GRS,08,, 15.00 , 12.60 , 2.39 , 14.99 ,,     ,014949416358,     ,     ,,, 5 ,     , 18 ,01/01/16  , 18 ,04/01/16  ,     ,          ,
CA,    ,064275,#5,GR-PENN SET RUBRUM,Pennisetum setaceum 'Rubrum'                                ,Purple Fountain Grass                                       ,GRS,08,, 19.25 , 16.17 , 4.77 , 20.94 ,,     ,014949642757,     ,     ,PLUMES,"15""H", 5 , 441 , 441 ,09/01/15  , 441 ,04/01/16  ,     ,          ,3P 129
CA,2014,086111,#1,GR-SCHIZACH BL HEAVN TM P17310,"Schizachyrium scoparium 'MinnblueA' P.P.# 17,310            ",Blue Heaven Little Bluestem                                 ,GRS,03,UOM, 7.25 , 6.09 , 0.95 , 7.04 ,,     ,014949416365,     ,     ,,, 10 ,     ," 1,220 ",01/01/16  ," 1,220 ",04/01/16  ,     ,          ,
CA,2014,086112,#2,GR-SCHIZACH BL HEAVN TM P17310,"Schizachyrium scoparium 'MinnblueA' P.P.# 17,310            ",Blue Heaven Little Bluestem                                 ,GRS,03,UOM, 15.25 , 12.81 , 2.39 , 15.20 ,,     ,014949416372,     ,     ,,, 5 ,     , 124 ,01/01/16  , 124 ,04/01/16  ,     ,          ,
CA,    ,005811,#1,GR-SORGHASTRUM SIOUX BLUE,Sorghastrum nutans 'Sioux Blue'                             ,Sioux Blue Indian Grass                                     ,GRS,04,, 6.75 , 5.67 , 0.95 , 6.62 ,,     ,014949003190,     ,     ,,, 10 ,     , 35 ,01/01/16  , 35 ,04/01/16  ,     ,          ,
CA,    ,005815,#5,GR-SORGHASTRUM SIOUX BLUE,Sorghastrum nutans 'Sioux Blue'                             ,Sioux Blue Indian Grass                                     ,GRS,04,, 19.75 , 16.59 , 4.77 , 21.36 ,,     ,014949215135,     ,     ,,, 5 ,     , 205 ,04/01/16  ,     ,          ,     ,          ,
CA,    ,073391,#1,GR-TYPHA MINIMA,Typha minima                                                ,Miniature Cattail                                           ,GRS,04,, 6.75 , 5.67 ,     , 5.67 ,,     ,014949416433,     ,     ,,, 10 ,     , 140 ,01/01/16  ,     ,          ,     ,          ,
CA,    ,017591,#1,HEBE WIRI BLUSH,Hebe 'Wiri Blush'                                           ,Wiri Blush Hebe                                             ,EVS,07,, 7.50 , 6.30 , 0.95 , 7.25 ,,     ,014949004586,     ,     ,-,"6""H - 6""S", 10 ,     ," 1,505 ",03/01/16  ,     ,          ,     ,          ,
CA,    ,017592,#2,HEBE WIRI BLUSH,Hebe 'Wiri Blush'                                           ,Wiri Blush Hebe                                             ,EVS,07,, 15.25 , 12.81 , 2.39 , 15.20 ,,     ,014949319628,     ,     ,-,"8""H - 9""S", 5 ,     , 419 ,03/01/16  ,     ,          ,     ,          ,
CA,    ,040001,#1,HELIOTROPIUM ARB IOWA,Heliotropium arborescens 'Iowa'                             ,Iowa Heliotrope                                             ,PRN,09,, 6.00 , 5.04 , 0.95 , 5.99 ,,     ,014949400012,     ,     ,,"6""H - 6""S", 10 ,     , 869 ,10/01/15  , 885 ,04/01/16  ,     ,          ,
CA,    ,040251,#1,HEM STARBURST R DBL GOLD,Hemerocallis x 'Monold'                                     ,Starburst®  Double Gold Evergreen Daylily,PRN,07,, 6.00 , 5.04 , 0.95 , 5.99 ,,     ,014949402511,     ,     ,,"6""H", 10 ,     , 166 ,02/15/16  ,     ,          ,     ,          ,
CA,    ,040221,#1,HEM STARBURST R RED,Hemerocallis x 'Mond'                                       ,Starburst®  Red Evergreen Daylily,PRN,07,, 6.00 , 5.04 , 0.95 , 5.99 ,,     ,014949402214,     ,     ,-,"6""H", 10 ,     ," 2,574 ",02/15/16  ," 3,558 ",04/01/16  ," 3,878 ",05/01/16  ,
CA,    ,040241,#1,HEM STARBURST R SGL GOLD,Hemerocallis x 'Monld'                                      ,Starburst®  Single Gold Evergreen Daylily,PRN,07,, 6.00 , 5.04 , 0.95 , 5.99 ,,     ,014949402412,     ,     ,-,"6""H", 10 ,     , 105 ,02/15/16  ,     ,          ,     ,          ,
CA,    ,040141,#1,HEM STARBURST R SUSIE,Hemerocallis x 'Monie'                                      ,Starburst®  Susie Evergreen Daylily,PRN,07,, 6.00 , 5.04 , 0.95 , 5.99 ,,     ,014949401415,     ,     ,-,"6""H", 10 ,     , 651 ,02/15/16  , 651 ,04/01/16  ,     ,          ,
CA,    ,040111,#1,HEM STELLA DE ORO,Hemerocallis x 'Stella de Oro'                              ,Stella De Oro Dwarf Daylily                                 ,PRN,04,, 5.25 , 4.41 , 0.95 , 5.36 ,,     ,014949401118,     ,     ,-,2-3 FANS, 10 ,     ," 1,075 ",04/01/16  ,     ,          ,     ,          ,
CA,2014,097841S,SuperOne TM,HESPAROYUCCA WHIPPLEI,Hesperoyucca whipplei 'RBG'                                 ,Chapparal Yucca                                             ,EVS,08,, 10.00 , 8.40 , 1.59 , 9.99 ,,     ,014949413098,     ,     ,-,"6""S", 10 , 180 ,     ,          ,     ,          ,     ,          ,1I 123
CA,2011,064182,#2,HESPERALOE BRK LIGHTS R P21729,"Hesperaloe parviflora 'Perpa' P.P. # 21,729                 ",Brakelights®  Red Yucca,EVS,05,MSW, 17.50 , 14.70 , 2.39 , 17.09 ,,     ,014949315682,     ,     ,-,"6""H - 10""S", 5 ," 3,670 "," 3,670 ",04/01/16  ,     ,          ,     ,          ,"1I 111 W, 1I 123"
CA,    ,034891,#1,HESPERALOE PARV YELLOW,Hesperaloe parviflora 'Yellow'                              ,Yellow Yucca                                                ,EVS,05,, 9.00 , 7.56 , 0.95 , 8.51 ,,     ,014949072523,     ,     ,-,"8""H - 6""S", 10 , 64 , 70 ,04/10/16  ,     ,          ,     ,          ,1I 111 W
CA,    ,034895,#5,HESPERALOE PARV YELLOW,Hesperaloe parviflora 'Yellow'                              ,Yellow Yucca                                                ,EVS,05,, 24.00 , 20.16 , 4.77 , 24.93 ,,     ,014949263549,     ,     ,-,"15""H", 5 ,     , 2 ,04/01/16  ,     ,          ,     ,          ,
CA,    ,040401,#1,HESPERALOE PARVIFLORA,Hesperaloe parviflora                                       ,Red Yucca                                                   ,EVS,05,, 8.25 , 6.93 , 0.95 , 7.88 ,,     ,014949404010,     ,     ,-,"8""H", 10 , 66 , 66 ,12/31/15  ,     ,          ,     ,          ,1I 111 W
CA,    ,040405,#5,HESPERALOE PARVIFLORA,Hesperaloe parviflora                                       ,Red Yucca                                                   ,EVS,05,, 24.00 , 20.16 , 4.77 , 24.93 ,,     ,014949404058,     ,     ,-,10''H, 5 , 15 , 116 ,11/01/15  ,     ,          ,     ,          ,1K 134
CA,    ,086641,#1,HEUCHERA FIRE ALARM PPAF,Heuchera 'Fire Alarm' P.P.A.F.                              ,Fire Alarm Coral Bells                                      ,PRN,04,BYN, 8.25 , 6.93 , 0.95 , 7.88 ,,     ,014949403754,     ,     ,,, 10 ,     , 361 ,02/01/16  ,     ,          ,     ,          ,
CA,2015,412671,#1,HEUCHERA GRAPE SODA PPAF,Heuchera x hybrida 'Grape Soda' P.P.A.F.                    ,Grape Soda Coral Bells                                      ,PRN,04,TNN, 8.25 , 6.93 , 0.95 , 7.88 ,,     ,014949423592,     ,     ,,, 10 ,     , 469 ,02/01/16  ,     ,          ,     ,          ,
CA,    ,018661,#1,HEUCHERA GREEN SPICE,Heuchera americana 'Green Spice'                            ,Green Spice Coral Bells                                     ,PRN,04,, 7.25 , 6.09 , 0.95 , 7.04 ,,     ,014949008805,     ,     ,,, 10 ,     , 760 ,02/01/16  ,     ,          ,     ,          ,
CA,    ,045721,#1,HEUCHERA MIDNIGHT ROSE PP18551,Heuchera x 'Midnight Rose' P.P.# 18551                      ,Midnight Rose Coral Bells                                   ,PRN,04,OLD, 8.25 , 6.93 , 0.95 , 7.88 ,,     ,014949238431,     ,     ,,CAN FULL, 10 ,     , 490 ,02/01/16  ,     ,          ,     ,          ,
CA,    ,040721,#1,HEUCHERA PLUM PUDDING,Heuchera x 'Plum Pudding'                                   ,Plum Pudding Coral Bells                                    ,PRN,04,TNN, 5.25 , 4.41 , 0.95 , 5.36 ,,     ,014949056981,     ,     ,-,CAN FULL, 10 ,     , 195 ,04/01/16  ,     ,          ,     ,          ,
CA,    ,049711,#1,HEUCHERA SOUTHERN COMFORT PPAF,"Heuchera x 'Southern Comfort' P.P.#20,364                   ",Southern Comfort Coral Bells                                ,PRN,04,TNN, 8.25 , 6.93 , 0.95 , 7.88 ,,     ,014949276136,     ,     ,,CAN FULL, 10 ,     , 583 ,02/01/16  ,     ,          ,     ,          ,
CA,    ,033531,#1,HEUCHERELLA STOPLIGHT PP16835,Heucherella 'Stoplight' P.P.# 16835                         ,Stoplight Foamy Bells                                       ,PRN,04,TNN, 8.25 , 6.93 , 0.95 , 7.88 ,,     ,014949071427,     ,     ,,CAN FULL, 10 ,     , 24 ,02/01/16  ,     ,          ,     ,          ,
