Loc,Item,Plant Name,Botanical Name,Common Name,Chosen Items,Royalty Code,UPC#,
CT,059931,HEM ROSY RETURNS,Hemerocallis x 'Rosy Returns'                               ,Happy Ever Appster(R) Daylily                               ,,,014949310656,
CT,059932,HEM ROSY RETURNS,Hemerocallis x 'Rosy Returns'                               ,Happy Ever Appster(R) Daylily                               ,,,014949403730,
CT,076281,HEM RUBY SPIDER,Hemerocallis x 'Ruby Spider'                                ,Ruby Spider Daylily                                         ,,,014949351802,
OR,083941,HEM SILOAM GUMDROP,Hemerocallis x 'Siloam Gumdrop'                             ,Siloam Gumdrop Daylily                                      ,,,014949839416,
CA,040251,HEM STARBURST R DBL GOLD,Hemerocallis x 'Monold'                                     ,Starburst®  Double Gold Evergreen Daylily,,,014949402511,
CA,040221,HEM STARBURST R RED,Hemerocallis x 'Mond'                                       ,Starburst®  Red Evergreen Daylily,,,014949402214,
CA,040241,HEM STARBURST R SGL GOLD,Hemerocallis x 'Monld'                                      ,Starburst®  Single Gold Evergreen Daylily,,,014949402412,
CA,040141,HEM STARBURST R SUSIE,Hemerocallis x 'Monie'                                      ,Starburst®  Susie Evergreen Daylily,,,014949401415,
OR,040111,HEM STELLA DE ORO,Hemerocallis x 'Stella de Oro'                              ,Stella De Oro Dwarf Daylily                                 ,,,014949401118,
CA,040111,HEM STELLA DE ORO,Hemerocallis x 'Stella de Oro'                              ,Stella De Oro Dwarf Daylily                                 ,,,014949401118,
CT,040111,HEM STELLA DE ORO,Hemerocallis x 'Stella de Oro'                              ,Stella De Oro Dwarf Daylily                                 ,,,014949401118,
GA,040111,HEM STELLA DE ORO,Hemerocallis x 'Stella de Oro'                              ,Stella De Oro Dwarf Daylily                                 ,,,014949401118,
OR,040112,HEM STELLA DE ORO,Hemerocallis x 'Stella de Oro'                              ,Stella De Oro Dwarf Daylily                                 ,,,014949401125,
CT,040112,HEM STELLA DE ORO,Hemerocallis x 'Stella de Oro'                              ,Stella De Oro Dwarf Daylily                                 ,,,014949401125,
CT,04011UT,HEM STELLA DE ORO,Hemerocallis x 'Stella de Oro'                              ,Stella De Oro Dwarf Daylily                                 ,,,014949037065,
GA,04011UT,HEM STELLA DE ORO,Hemerocallis x 'Stella de Oro'                              ,Stella De Oro Dwarf Daylily                                 ,,,014949037065,
OR,040291,HEM SUMMER WINE,Hemerocallis x 'Summer Wine'                                ,Summer Wine Daylily                                         ,,,014949402917,
OR,083931,HEM SWIRLING WATER,Hemerocallis x 'Swirling Water'                             ,Swirling Water Daylily                                      ,,,014949839317,
CT,403201,HEM TROPHYTAKER R NOSFERATU,                                                            ,                                                            ,,,014949391709,
OR,006665,HEPTACODIUM MICONIOIDES,Heptacodium miconioides                                     ,Seven-Son Flower                                            ,,,014949016794,
CA,064182,HESPERALOE BRK LIGHTS R P21729,"Hesperaloe parviflora 'Perpa' P.P. # 21,729                 ",Brakelights®  Red Yucca,,MSW,014949315682,
550000,064182,HESPERALOE BRK LIGHTS R P21729,"Hesperaloe parviflora 'Perpa' P.P. # 21,729                 ",Brakelights®  Red Yucca,1,MSW,014949315682,
CA,034891,HESPERALOE PARV YELLOW,Hesperaloe parviflora 'Yellow'                              ,Yellow Yucca                                                ,,,014949072523,
GA,034891,HESPERALOE PARV YELLOW,Hesperaloe parviflora 'Yellow'                              ,Yellow Yucca                                                ,,,014949072523,
CA,034895,HESPERALOE PARV YELLOW,Hesperaloe parviflora 'Yellow'                              ,Yellow Yucca                                                ,,,014949263549,
CA,040401,HESPERALOE PARVIFLORA,Hesperaloe parviflora                                       ,Red Yucca                                                   ,,,014949404010,
GA,040401,HESPERALOE PARVIFLORA,Hesperaloe parviflora                                       ,Red Yucca                                                   ,,,014949404010,
GA,015521,HEUCHERA APPLE CRISP PPAF,Heuchera x 'Apple Crisp' P.P.A.F.                           ,Apple Crisp Coral Bells                                     ,,BYN,014949370650,
CT,403231,HEUCHERA BERRY SMOOTHIE P21871,                                                            ,                                                            ,,,014949391730,
GA,039611,HEUCHERA BLACK BEAUTY PP13288,Heuchera 'Black Beauty' P.P.# 13288                         ,Black Beauty Coral Bells                                    ,,,014949237755,
CT,403241S,HEUCHERA CHERRY COLA P22967,                                                            ,                                                            ,,,014949391747,
CT,040781,HEUCHERA CRIMSON CURLS PP13729,Heuchera x 'Crimson Curls' P.P.# 13729                      ,Crimson Curls Coral Bells                                   ,,PHI,014949407813,
CT,040782,HEUCHERA CRIMSON CURLS PP13729,Heuchera x 'Crimson Curls' P.P.# 13729                      ,Crimson Curls Coral Bells                                   ,,PHI,014949407820,
CT,04078UT,HEUCHERA CRIMSON CURLS PP13729,Heuchera x 'Crimson Curls' P.P.# 13729                      ,Crimson Curls Coral Bells                                   ,,PHI,014949030226,
CT,403391S,HEUCHERA DLCHE R CNMN CRLS PAF,                                                            ,                                                            ,,,014949411049,
CT,086641,HEUCHERA FIRE ALARM PPAF,                                                            ,                                                            ,,BYN,014949403754,
GA,054911,HEUCHERA FIRE CHIEF PP21880,Heuchera x 'Fire Chief' P.P.#21880                          ,Fire Chief Coral Bells                                      ,,BYN,014949370667,
CA,023101,HEUCHERA FROSTED VIOLET P15085,Heuchera 'Frosted Violet' P.P.# 15085                       ,Frosted Violet Coral Bells                                  ,,PPT,014949043059,
GA,023101,HEUCHERA FROSTED VIOLET P15085,Heuchera 'Frosted Violet' P.P.# 15085                       ,Frosted Violet Coral Bells                                  ,,PPT,014949043059,
CA,047531,HEUCHERA GEORGIA PEACH PP19375,Heuchera x 'Georgia Peach' P.P.# 19375                      ,Georgia Peach Coral Bells                                   ,,OLD,014949255957,
GA,022231,HEUCHERA GINGER ALE PP18173,Heuchera 'Ginger Ale' P.P.# 18173                           ,Ginger Ale Coral Bells                                      ,,,014949279267,
OR,018661,HEUCHERA GREEN SPICE,Heuchera americana 'Green Spice'                            ,Green Spice Coral Bells                                     ,,,014949008805,
CT,018661,HEUCHERA GREEN SPICE,Heuchera americana 'Green Spice'                            ,Green Spice Coral Bells                                     ,,,014949008805,
CT,403321S,HEUCHERA INCREDIBLACK,                                                            ,                                                            ,,,014949391785,
CT,05484UT,HEUCHERA LIME MARMELADE PPAF,                                                            ,                                                            ,,BYN,014949384862,
GA,029531,HEUCHERA LIME RICKEY PP16210,Heuchera x 'Lime Rickey' P.P.# 16210                        ,Lime Rickey Coral Bells                                     ,,TNN,014949066164,
CT,403281,HEUCHERA LTLE CTE TM BLNDE PAF,                                                            ,                                                            ,,,014949391792,
CT,403291,HEUCHERA LTLE CTE TM COCO PPAF,                                                            ,                                                            ,,,014949391808,
CT,403301,HEUCHERA LTLE CTE TM FROST PAF,                                                            ,                                                            ,,,014949391815,
CT,403331,HEUCHERA LTLE CTE TM PPRMT PAF,                                                            ,                                                            ,,,014949391839,
CT,403341,HEUCHERA LTLE CTE TM SG BR PAF,                                                            ,                                                            ,,,014949391846,
CT,403351,HEUCHERA LTLE CTE TM SW TR PAF,                                                            ,                                                            ,,,014949391853,
OR,053681,HEUCHERA MAHOGANY PPAF,Heuchera x 'Mahogany' P.P.# 19072                           ,Mahogany Coral Bells                                        ,,OLD,014949283660,
OR,028871,HEUCHERA MARMALADE PP15945,Heuchera x 'Marmalade' P.P.# 15945                          ,Marmalade Coral Bells                                       ,,OLD,014949065846,
CA,028871,HEUCHERA MARMALADE PP15945,Heuchera x 'Marmalade' P.P.# 15945                          ,Marmalade Coral Bells                                       ,,OLD,014949065846,
CT,028871,HEUCHERA MARMALADE PP15945,Heuchera x 'Marmalade' P.P.# 15945                          ,Marmalade Coral Bells                                       ,,OLD,014949065846,
GA,028871,HEUCHERA MARMALADE PP15945,Heuchera x 'Marmalade' P.P.# 15945                          ,Marmalade Coral Bells                                       ,,OLD,014949065846,
CT,028872,HEUCHERA MARMALADE PP15945,Heuchera x 'Marmalade' P.P.# 15945                          ,Marmalade Coral Bells                                       ,,OLD,014949403761,
GA,054531,HEUCHERA MIDNIGHT BAYOU P21858,"Heuchera x 'Midnight Bayou' P.P.#21,858                     ",Midnight Bayou Coral Bells                                  ,,OLD,014949355053,
OR,045721,HEUCHERA MIDNIGHT ROSE PP18551,Heuchera x 'Midnight Rose' P.P.# 18551                      ,Midnight Rose Coral Bells                                   ,,OLD,014949238431,
