Loc,Item,Size,Plant Name,Botanical Name,Common Name,Chosen Items,Royalty Code,UPC#
CA,1995,#5,ALBIZIA J SUMMER CHOC PP13822,"Albizia julibrissin 'Summer Chocolate' P.P.# 13,822         ",Summer Chocolate Mimosa Tree                                ,,,14949312193
CA,1999,#15 TREE,ALBIZIA J SUMMER CHOC PP13822,"Albizia julibrissin 'Summer Chocolate' P.P.# 13,822         ",Summer Chocolate Mimosa Tree                                ,1,,14949346808
CA,1955,#5,ALBIZIA JUL ROSEA,Albizia julibrissin 'Rosea'                                 ,Mimosa Tree                                                 ,,,14949019559
OR,04868UT,LittleOne,ALCHEMILLA ALPINA,Alchemilla alpina                                           ,Mountain Lady's Mantle                                      ,,,14949265536
OR,000674PTC,"4"" Pot POT-TERRA",ALCHEMILLA MOLLIS THRILLER,Alchemilla mollis 'Thriller'                                ,Thriller Lady's Mantle                                      ,,,14949339046
CT,400561S,SuperOne TM,ALLIUM HYB MILLENNIUM,                                                            ,                                                            ,,,14949388341
CT,400001,#1,ALLIUM SHOENOPRASUM,Allium schoenoprasum                                        ,Chives                                                      ,,,14949382172
CT,40000RND,Pint ROUND,ALLIUM SHOENOPRASUM,Allium schoenoprasum                                        ,Chives                                                      ,,,14949382189
CT,400011,#1,ALLIUM TUBEROSUM,Allium tuberosum                                            ,Garlic Chives                                               ,,,14949382196
CT,40001RND,Pint ROUND,ALLIUM TUBEROSUM,Allium tuberosum                                            ,Garlic Chives                                               ,,,14949382202
CA,64081,#1,ALOE BLUE ELF,Aloe 'Blue Elf'                                             ,Blue Elf Aloe                                               ,,,14949315569
GA,64082,#2,ALOE BLUE ELF,Aloe 'Blue Elf'                                             ,Blue Elf Aloe                                               ,,,14949353912
CA,63801,#1,ALOE DOROTHEAE,Aloe dorotheae                                              ,Retro Succulents®  Sunset™  Aloe,,EAP,14949314951
CA,63802,#2,ALOE DOROTHEAE,Aloe dorotheae                                              ,Retro Succulents®  Sunset™  Aloe,,EAP,14949358191
CA,77801,#1,ALOE HYBRID CARMINE TM,Aloe hybrid                                                 ,Retro Succulents®  Carmine™  Aloe,,EAP,14949356623
CA,63791,#1,ALOE HYBRID CHRISTMAS CAROL,Aloe hybrid 'Christmas Carol' P.P.A.F.                      ,Christmas Carol Aloe                                        ,,,14949314944
CA,77811,#1,ALOE HYBRID DONNIE TM,Aloe hybrid Donnie™ ,Retro Succulents®  Donnie™  hybrid Aloe,,EAP,14949356630
CA,77781,#1,ALOE HYBRID GUIDO TM,Aloe hybrid                                                 ,Retro Succulents®  Guido™  Aloe,,EAP,14949356593
CA,77791,#1,ALOE HYBRID SAL TM,Aloe hybid                                                  ,Retro Succulents®  Sal™  Aloe,,EAP,14949356609
CA,69042,#2,ALOE JOHNSON'S HYBRID,                                                            ,                                                            ,,,14949358207
CA,64222,#2,ALOE RUDIKOPPE,Aloe Rudikoppe                                              ,Little Red Riding Hood Aloe                                 ,,,14949353929
CT,40002RND,Pint ROUND,ALOYSIA CITRIODORA,                                                            ,                                                            ,,,14949382240
GA,2005,#5,ALPINIA ZERUMBET VARIEGATA,Alpinia zerumbet 'Variegata'                                ,Variegated Shell Ginger                                     ,,,14949020050
CA,96502,#2,ALST INTICANCHA R MACHU,Alstroemeria x 'Tesmach'                                    ,Inticancha®  Machu Peruvian Lily,,,14949380161
CA,96522,#2,ALST INTICANCHA R NAVAYO,Alstroemeria x 'Tesnavayo'                                  ,Inticancha®  Navayo Peruvian Lily,,,14949380185
CA,96482,#2,ALST INTICANCHA R PURPLE,Alstroemeria x 'Tesdarklin'                                 ,Inticancha®  Dark Purple Peruvian Lily,,,14949380352
CA,96492,#2,ALST INTICANCHA R SUNLIGHT,Alstroemeria x 'Tessunlight'                                ,Inticancha®  Sunlight Peruvian Lily,,,14949380369
CA,96512,#2,ALST INTICANCHA R WHT BLSH PNK,Alstroemeria x 'Tesblushin'                                 ,Inticancha®  White Pink Blush Peruvian Lily,,,14949380178
CA,66382,#2,ALST ROCK & ROLL R PP21001,"Alstroemeria 'AlsDun01' PP21,001                            ",Rock & Roll®  Peruvian Lily,,ATI,14949357637
CA,40311,#1,ALYOGYNE LEON'S PUR DELIGHT TM,Alyogyne huegelii 'MonLeon'                                 ,Leon's Purple Delight™  Lilac Hibiscus,,,14949202845
CA,40315,#5,ALYOGYNE LEON'S PUR DELIGHT TM,Alyogyne huegelii 'MonLeon'                                 ,Leon's Purple Delight™  Lilac Hibiscus,,,14949202869
CA,040315PT,#5 PATIO TREE,ALYOGYNE LEON'S PUR DELIGHT TM,Alyogyne huegelii 'MonLeon'                                 ,Leon's Purple Delight™  Lilac Hibiscus,,,14949241387
CA,040315ST,#5 STAKED,ALYOGYNE LEON'S PUR DELIGHT TM,Alyogyne huegelii 'MonLeon'                                 ,Leon's Purple Delight™  Lilac Hibiscus,,,14949375679
CA,002385PT,#5 PATIO TREE,ALYOGYNE PURPLE DELIGHT TM,Alyogyne huegelii 'Monle'                                   ,Purple Delight™  Lilac Hibiscus,,,14949023754
CA,2421,#1,ALYOGYNE SANTA CRUZ,Alyogyne huegelii 'Santa Cruz'                              ,Lilac Hibiscus                                              ,,,14949024218
CA,2425,#5,ALYOGYNE SANTA CRUZ,Alyogyne huegelii 'Santa Cruz'                              ,Lilac Hibiscus                                              ,,,14949024256
CA,002425PT,#5 PATIO TREE,ALYOGYNE SANTA CRUZ,Alyogyne huegelii 'Santa Cruz'                              ,Lilac Hibiscus                                              ,,,14949023952
CA,002425ST,#5 STAKED,ALYOGYNE SANTA CRUZ,Alyogyne huegelii 'Santa Cruz'                              ,Lilac Hibiscus                                              ,,,14949375198
CT,002535MU,#5 CLUMP,AMEL AUTUMN BRILLIANCE R,Amelanchier x grandiflora 'Autumn Brilliance'               ,Autumn Brilliance®  Apple Serviceberry,,,14949025352
CT,400575,#5,AMEL CAN RAINBOW PILLAR R,                                                            ,                                                            ,,,14949388358
CA,70541,#1,AMSONIA BLUE ICE,Amsonia x 'Blue Ice'                                        ,Blue Star Flower                                            ,,,14949329108
OR,35341,#1,AMSONIA HUBRICHTII,Amsonia hubrichtii                                          ,Arkansas Blue Star                                          ,,,14949357972
CT,06696RND,Round,ANACYCLUS PYR DEP SILBERKISSEN,                                                            ,                                                            ,,,14949319949
OR,16631,#1,ANDROMEDA POL BLUE ICE,Andromeda polifolia 'Blue Ice'                              ,Blue Ice Bog Rosemary                                       ,,,14949000212
OR,16632,#2,ANDROMEDA POL BLUE ICE,Andromeda polifolia 'Blue Ice'                              ,Blue Ice Bog Rosemary                                       ,,,14949000311
CT,400592,#2,ANEM PRETTY LADY DIANA P22332,                                                            ,                                                            ,,,14949388372
CT,400602,#2,ANEM PRETTY LADY EMILY P22303,                                                            ,                                                            ,,,14949388389
CT,400612,#2,ANEM PRETTY LADY SUSAN P22331,                                                            ,                                                            ,,,14949388396
GA,65991,#1,ANEMONE SEPTEMBER CHARM,Anemone x hybrida 'September Charm'                         ,September Charm Japanese Anemone                            ,,,14949308639
CT,65992,#2,ANEMONE SEPTEMBER CHARM,Anemone x hybrida 'September Charm'                         ,September Charm Japanese Anemone                            ,,,14949400487
OR,2741,#1,ANEMONE SYLVESTRIS,Anemone sylvestris                                          ,Snowdrop Anemone                                            ,,,14949027417
GA,15931,#1,ANEMONE X HONORINE JOBERT,Anemone x hybrida 'Honorine Jobert'                         ,Honorine Jobert Japanese Anemone                            ,,,14949053393
CT,15932,#2,ANEMONE X HONORINE JOBERT,Anemone x hybrida 'Honorine Jobert'                         ,Honorine Jobert Japanese Anemone                            ,,,14949400500
OR,38561,#1,ANEMONE X SERENADE,Anemone x hybrida 'Serenade'                                ,Serenade Japanese Anemone                                   ,,,14949222393
CA,39021,#1,ANEMONE X WILD SWAN TM PP23132,"Anemone x 'Macane001' Wild Swan™  P.P.# 23,132",Wild Swan™  Hybrid Anemone,,PPP,14949226315
CT,400031,#1,ANETHUM GRAVEOLENS,Anethum graveolens                                          ,Fernleaf Dill                                               ,,,14949382257
CT,40003RND,Pint ROUND,ANETHUM GRAVEOLENS,Anethum graveolens                                          ,Fernleaf Dill                                               ,,,14949382264
CT,40066RND,Round,ANTENNARIA CARPATICA,                                                            ,                                                            ,,,14949385173
CT,05907RND,Round,ANTENNARIA DIOICA RUBRA,Antennaria dioica 'Rubra'                                   ,Pink Pussy-toes                                             ,,,14949307854
OR,05908UT,LittleOne,AQUILEGIA C LITTLE LANTERNS,Aquilegia canadensis 'Little Lanterns'                      ,Little Lanterns Columbine                                   ,,,14949352595
GA,05908UT,LittleOne,AQUILEGIA C LITTLE LANTERNS,Aquilegia canadensis 'Little Lanterns'                      ,Little Lanterns Columbine                                   ,,,14949352595
CT,37331,#1,AQUILEGIA CAE ORIGAMI BLU & WT,Aquilegia x hybrida 'Origami Blue & White'                  ,Origami Blue & White Columbine                              ,,,14949265529
GA,37331,#1,AQUILEGIA CAE ORIGAMI BLU & WT,Aquilegia x hybrida 'Origami Blue & White'                  ,Origami Blue & White Columbine                              ,,,14949265529
CT,03733UT,LittleOne,AQUILEGIA CAE ORIGAMI BLU & WT,Aquilegia x hybrida 'Origami Blue & White'                  ,Origami Blue & White Columbine                              ,,,14949344569
GA,45921,#1,AQUILEGIA CAE ORIGAMI PNK & WT,Aquilegia x hybrida 'Origami Pink & White'                  ,Origami Pink & White Columbine                              ,,,14949312742
GA,36901,#1,AQUILEGIA CAE ORIGAMI RED & WT,Aquilegia x hybrida 'Origami Red & White'                   ,Origami Red & White Columbine                               ,,,14949312766
CT,03746UT,LittleOne,AQUILEGIA CAE ORIGAMI ROS & WT,Aquilegia x hybrida 'Origami Rose & White'                  ,Origami Rose & White Columbine                              ,,,14949384701
GA,45931,#1,AQUILEGIA CAE ORIGAMI YELLOW,Aquilegia x hybrida 'Origami Yellow'                        ,Origami Yellow Columbine                                    ,,,14949312759
GA,04593UT,LittleOne,AQUILEGIA CAE ORIGAMI YELLOW,Aquilegia x hybrida 'Origami Yellow'                        ,Origami Yellow Columbine                                    ,,,14949238837
OR,002724PTC,"4"" Pot POT-TERRA",AQUILEGIA FLA CAMEO BLUE & WT,Aquilegia flabellata 'Cameo Series Blue & White'            ,Cameo Series Blue & White Columbine                         ,,,14949307151
OR,00272UT,LittleOne,AQUILEGIA FLA CAMEO BLUE & WT,Aquilegia flabellata 'Cameo Series Blue & White'            ,Cameo Series Blue & White Columbine                         ,,,14949053614
CT,400041,#1,AQUILEGIA GOLDFINCH,Aquilegia 'Songbird Goldfinch'                              ,Songbird Goldfinch Columbine                                ,,,14949382271
